  [2022-05-06 16:10:18,062], , [restartedMain], user-management-service, INFO  DevToolsPropertyDefaultsPostProcessor logTo | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
8746977d7c9a67b5 8746977d7c9a67b5 [2022-05-06 16:42:05,318], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 1 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:29,970], , [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:29,971], , [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:29,971], , [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 2 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:29,975], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:29,978], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:29,978], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:36,657], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:38,216], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:38,756], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:42:38,776], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 560 ms
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:43:23,488], , [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:43:23,489], , [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:43:23,490], , [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 2 ms
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:43:23,493], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:43:23,494], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:43:23,514], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:29,355], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of UserHistoryRepo.checkLastThreePassword
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:29,697], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of UserHistoryRepo.checkLastThreePassword
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:29,722], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of UserHistoryRepo.checkLastThreePassword :: 367 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:40,052], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of AuditServiceImpl.auditloginService
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:42,144], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of JpaRepository.saveAndFlush
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:42,745], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of JpaRepository.saveAndFlush
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:42,769], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of JpaRepository.saveAndFlush :: 626 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:42,793], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of AuditServiceImpl.auditloginService
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:43:42,822], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of AuditServiceImpl.auditloginService :: 2770 ms
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:44:10,715], , [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:44:10,716], , [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:44:10,716], , [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 1 ms
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:44:10,722], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:44:10,724], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:44:10,725], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,126], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Reset the new password and logout the user
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,159], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.resetPassword
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,548], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.resetPassword
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,551], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.resetPassword :: 392 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,570], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of RegistrationRepo.findDoctorDetailsByUserID
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,839], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of RegistrationRepo.findDoctorDetailsByUserID
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,842], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of RegistrationRepo.findDoctorDetailsByUserID :: 272 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:14,876], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CrudRepository.save
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,211], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CrudRepository.save
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,214], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CrudRepository.save :: 339 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,223], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of DoctorMstrRepo.findByDmdUserId
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,510], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of DoctorMstrRepo.findByDmdUserId
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,513], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of DoctorMstrRepo.findByDmdUserId :: 290 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,519], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CrudRepository.save
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,805], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CrudRepository.save
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,808], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CrudRepository.save :: 290 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,810], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginServiceImpl userChangePasswordService | User new password change : Success
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,813], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Delete the token from DB
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:15,816], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserId
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,231], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserId
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,234], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserId :: 418 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,247], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of JpaRepository.saveAndFlush
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,591], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of JpaRepository.saveAndFlush
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,593], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of JpaRepository.saveAndFlush :: 346 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,595], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginServiceImpl saveUserToHistory | Saved user Data to user history
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,597], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Returning response User password Reset
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,602], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginServiceImpl.userChangePasswordService
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,603], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginServiceImpl.userChangePasswordService :: 106625 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,606], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginController.userPasswordChange
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,607], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginController.userPasswordChange :: 106632 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,615], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,615], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,616], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 1 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,616], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.beforeBodyWrite
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,617], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.beforeBodyWrite
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,617], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.beforeBodyWrite :: 1 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,623], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.postHandle
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,624], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.postHandle
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,624], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.postHandle :: 1 ms
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,628], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,628], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
d7f14292714d3a83 d7f14292714d3a83 [2022-05-06 16:44:16,630], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-3], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 2 ms
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:44:17,132], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:44:18,213], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:44:18,815], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:44:18,840], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 627 ms
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,628], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of ExceptionControllerAdvisor.getUserValidity
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,682], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, ERROR ExceptionControllerAdvisor getUserValidity | Exception occured : Old password is not matching
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,687], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of ExceptionControllerAdvisor.getUserValidity
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,689], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of ExceptionControllerAdvisor.getUserValidity :: 68 ms
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,739], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,742], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,742], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 3 ms
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,789], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.auth.exception.DateParsingException]
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,852], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,859], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
a2a9c3f0dd6ff488 a2a9c3f0dd6ff488 [2022-05-06 16:45:27,863], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 11 ms
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:33,123], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:35,221], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:35,971], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:35,991], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 771 ms
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,371], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of ExceptionControllerAdvisor.getUserValidity
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,373], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, ERROR ExceptionControllerAdvisor getUserValidity | Exception occured : Old password is not matching
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,374], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | END of ExceptionControllerAdvisor.getUserValidity
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,375], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of ExceptionControllerAdvisor.getUserValidity :: 4 ms
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,378], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,378], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,381], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 3 ms
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,385], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.auth.exception.DateParsingException]
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,426], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,427], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
43fe3ec3f65e348c 43fe3ec3f65e348c [2022-05-06 16:45:55,428], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-7], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 2 ms
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:10,508], , [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:10,511], , [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:10,512], , [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 4 ms
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:10,675], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:10,678], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:10,679], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:14,823], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:16,297], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:17,200], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:46:17,221], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 925 ms
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:22,678], , [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:22,679], , [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:22,680], , [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 3 ms
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:22,686], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:22,687], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:22,687], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
